Pos,Nome,Categ,Swim,Bike,Run,Total
39,AMANDA MELLO,30-34,00:48:04,03:28:59,02:24:41,06:51:42
43,SUYANNE LOURENÇO FREITAS,35-39,00:54:43,03:32:05,02:11:29,06:51:57
179,FELIPE CALIL,30-34,00:37:12,03:44:05,02:18:39,06:52:01
189,LUÍS GUSTAVO FERNANDES,40-44,00:40:47,03:19:08,02:38:58,06:52:21
180,PAULO CÉSAR DE JESUS FILHO,30-34,00:47:04,03:36:10,02:20:07,06:53:01
277,PAULO PENNA,35-39,00:45:37,03:12:18,02:43:27,06:53:02
181,LUCAS TIEGHI,30-34,01:07:46,03:00:15,02:30:50,06:53:45
190,FABIO DIAS,40-44,00:36:27,02:41:54,03:27:19,06:53:54
40,THAIANA VERISSIMO CAMPOS SILVA,30-34,00:48:46,03:32:09,02:22:31,06:54:05
182,SÉRGIO KENDZIOREK,30-34,00:41:14,03:21:37,02:36:26,06:54:52
278,LEANDRO MARQUES,35-39,00:44:50,03:21:47,02:33:10,06:55:07
44,CECÍLIA BORGES GRIESE,35-39,00:38:14,03:31:21,02:35:07,06:56:01
41,GISELE MENDES SANTIAGO,30-34,00:39:21,03:43:57,02:19:11,06:56:10
26,RENATA BRAUN,40-44,00:44:36,03:46:10,02:11:26,06:56:16
191,MARCELO CUNHA,40-44,00:45:23,03:10:39,02:49:39,06:56:16
45,FERNANDA DIEZ TRIDAPALLI INFANTE,35-39,00:47:38,03:26:15,02:29:58,06:56:18
183,FREDERICO CAVALCANTI,30-34,00:39:01,03:30:58,02:27:13,06:56:27
19,SILVANA VILELA VIEIRA,45-49,00:40:15,03:42:27,02:22:21,06:56:28
184,ALISON DA SILVA PINTO,30-34,00:44:06,03:21:30,02:34:53,06:56:31
15,JOSÉ PAULO VASCONCELOS,18-24,00:42:59,03:18:48,02:43:44,06:56:45
139,THEMISTOCLES MENESES NETO,45-49,00:47:21,03:25:21,02:31:43,06:56:47
27,ANA VAL,40-44,00:39:30,03:21:41,02:42:03,06:56:51
42,KARINE LIMA ROSSI,30-34,00:35:04,03:33:24,02:36:29,06:57:08
279,PAULO DIAS,35-39,00:50:00,03:24:06,02:30:49,06:58:02
20,MICHELE CURVELO LUBE,45-49,00:49:51,03:12:21,02:43:26,06:58:08
280,DANIEL KAMPFF,35-39,00:43:31,03:23:32,02:38:35,06:58:18
28,ROBERTO LIMA MONTEIRO DE RESENDE,55-59,00:44:46,03:14:50,02:45:05,06:58:27
Pos,Nome,Categ,Swim,Bike,Run,Total
12,CARLA MATIAS  DE SOUZA,25-29,01:01:59,03:28:27,02:22:18,06:59:02
46,JOANA REIS,35-39,00:43:52,03:41:21,02:25:58,06:59:51
281,LUIS ROBERTO MOREIRA DE MORAES,35-39,00:41:06,03:29:17,02:24:04,07:00:29
16,JOÃO VITOR  PORTO ORIGGE,18-24,00:32:49,03:51:59,02:21:26,07:00:31
44,LARISSA CANCELLIER,30-34,00:50:05,03:35:20,02:22:42,07:00:53
282,RODRIGO VIEIRA SOUTO,35-39,00:45:19,03:47:44,02:14:03,07:01:02
28,MARIA CAROLINA CAMPELO FESTUGATO,40-44,00:45:23,03:35:13,02:28:32,07:01:06
47,LETICIA LEITAO PAURA FERREIRA,35-39,00:44:39,03:48:18,02:17:30,07:01:12
21,BEATRIZ BETCHER,45-49,00:44:54,03:35:47,02:32:52,07:01:43
141,PAULO ELY CAMPOS,45-49,00:45:42,03:22:37,02:46:13,07:02:28
13,KAREN CARVALHO RODRIGUES,25-29,01:01:58,03:22:30,02:29:49,07:02:38
283,EDUARDO MOREIRA SANTANA,35-39,00:37:09,03:15:08,02:56:58,07:02:42
194,NELSON GUIMARÃES FILHO,40-44,00:39:01,03:10:40,03:00:46,07:03:33
45,CASSIO NARDOCCI,50-54,00:46:11,03:34:30,02:27:04,07:03:35
48,PAULA DE CAMARGO TRALDI,35-39,00:40:26,03:23:23,02:46:50,07:04:14
81,JOÃO PAULO SOUSA LUCAS,25-29,00:45:46,03:33:48,02:27:25,07:04:21
196,MARCELO CARNEIRO,40-44,00:39:36,03:24:38,02:37:03,07:04:52
197,ALEXANDER FAGUNDES DE OLIVEIRA,40-44,00:54:05,03:12:01,02:41:37,07:05:30
49,JULIANA FERRER,35-39,00:49:53,03:43:59,02:19:03,07:06:01
46,ROBERTA MATSUMOTO,30-34,00:57:06,03:18:16,02:34:40,07:06:05
82,RENNÊ ROBERTO DOS SANTOS,25-29,00:48:37,03:26:31,02:40:18,07:06:35
142,PAULO MARIO CESAR VIANNA DE ANDRADE,45-49,00:38:17,03:42:17,02:28:47,07:07:07
199,JOSE ROBERTO ARAUJO JUNIOR,40-44,00:40:43,03:35:10,02:34:25,07:07:38
10,ELENICE XAVIER,50-54,00:46:40,03:48:18,02:19:23,07:07:39
200,IVAN CANABRAVA,40-44,00:48:47,03:35:16,02:26:13,07:08:11
143,EDUARDO ABREU DA CRUZ,45-49,00:37:44,03:24:39,02:55:50,07:08:34
201,EDERSON CORREA,40-44,00:57:22,03:39:46,02:22:52,07:08:52
285,RODRIGO AIRES SOUZA,35-39,00:38:55,03:08:41,03:05:54,07:09:29
185,PAULO MENEZES DE FRANCA,30-34,00:48:20,03:29:01,02:40:39,07:09:30
144,VINICIUS IORIO,45-49,00:41:11,03:47:16,02:31:48,07:09:50
Pos,Nome,Categ,Swim,Bike,Run,Total
187,EMILIO FIGUEIREDO,30-34,00:43:45,03:32:43,02:40:12,07:10:10
203,RAFAEL OLIVEIRA,40-44,00:43:23,03:28:02,02:45:23,07:10:40
30,JACQUES MIRANDA,55-59,00:51:26,03:29:43,02:35:28,07:11:10
204,GUSTAVO BEZERRA,40-44,00:44:15,03:20:19,02:49:41,07:12:07
85,CAIO WILLIAM GUEDES DA GUIA,25-29,00:51:46,03:54:26,02:13:54,07:12:58
205,FABIO URBAN,40-44,00:36:31,03:29:31,02:45:36,07:13:29
31,CARLOS ROBERTO PINHEIRO,55-59,00:41:47,03:48:08,02:35:19,07:13:39
47,AMANDA FARIAS,30-34,00:42:56,03:41:08,02:40:44,07:14:52
145,ALEXANDRE BRANDÃO,45-49,00:46:39,03:49:50,02:20:04,07:16:08
17,PEDRO HENRIQUE FURTADO DA COSTA,18-24,00:42:06,03:28:45,02:52:59,07:16:30
146,CARLOS HENRIQUE NAVAES,45-49,00:42:34,03:18:17,02:55:52,07:16:39
48,PRISCILA FREITAS,30-34,00:52:44,03:17:43,02:49:53,07:17:07
51,FABIOLA RAMOS,35-39,00:52:14,03:49:53,02:23:14,07:17:23
32,PAULO TADEU DA SILVEIRA FIGUEIREDO,55-59,00:47:48,03:31:21,02:40:30,07:17:23
286,RUBENS MOTA RODRIGUES,35-39,00:38:49,03:20:21,03:03:45,07:17:33
206,RODRIGO MOREIRA,40-44,00:59:44,03:16:39,02:47:53,07:17:40
208,AFONSO ARINOS OLIVEIRA,40-44,00:50:56,03:20:33,02:43:15,07:18:24
148,VOLNEI RAGONESI,45-49,00:35:28,03:39:23,02:52:48,07:20:01
52,ELIANDRA CUGLER,35-39,01:06:26,03:36:20,02:26:27,07:20:07
189,LUCAS MUNHOZ FERNANDES,30-34,00:43:58,03:51:42,02:23:55,07:20:07
15,LETÍCIA BENADUCCI GLERIAN,25-29,00:52:00,03:41:00,02:34:51,07:20:43
190,LUCAS LIMA VELLOSO,30-34,00:34:52,03:52:09,02:43:15,07:21:08
191,MARCELO LOPES DE SOUZA,30-34,00:43:06,04:07:23,02:22:29,07:21:34
29,BIANCA MOUTA,40-44,00:48:55,03:25:58,02:54:51,07:22:24
192,IZAIAS BORGE JUNIOR,30-34,00:48:07,03:30:17,02:52:59,07:24:52
33,WELLINGTON VICTORIO,55-59,00:51:37,03:41:07,02:31:15,07:25:04
5,REGINA GOGOLLA KALMUS,55-59,00:49:37,03:45:44,02:35:14,07:25:22
209,CÁSSIO LAÉRCIO DE ALMEIDA DA SILVA,40-44,00:52:29,03:38:22,02:46:24,07:29:00
53,GLÁUCIA ALVES MARTINS CASTANO,35-39,00:44:38,03:33:19,02:58:04,07:29:08
287,CLAITON ARCHIRUSAL,35-39,00:46:40,03:52:41,02:37:13,07:29:16
Pos,Nome,Categ,Swim,Bike,Run,Total
210,DANIEL PERES MARTINS,40-44,00:44:50,03:54:57,02:39:05,07:31:31
48,HOMERO GUIMARAES,50-54,00:40:54,04:02:35,02:35:34,07:34:13
194,PEDRO CASTRO,30-34,01:15:32,03:38:32,02:29:18,07:34:47
16,JOANNA GUSSEN,25-29,00:47:49,03:53:03,02:44:42,07:34:47
6,ROSELI PRADO,55-59,00:49:55,--:--:--,02:47:13,07:35:30
149,LUCIANO GALLO,45-49,00:43:11,03:47:31,02:45:21,07:35:32
50,ANDREA ARDITO,30-34,01:06:57,03:23:22,02:53:29,07:35:52
211,LUIZ BAPTISTA,40-44,00:40:07,03:22:53,03:18:56,07:37:36
12,ROSANE MELLO DA SILVA,50-54,00:36:04,03:57:09,02:51:49,07:37:41
23,LUCIA GLIOCHE,45-49,00:45:20,03:33:57,03:05:53,07:38:00
17,MANOELA LUCAS,25-29,00:53:07,03:54:01,02:38:12,07:38:19
54,CAMILA PRENHOLATTO,35-39,00:55:03,03:37:37,02:51:18,07:39:15
288,ARTUR LUIZ FABIAO JUNIOR,35-39,00:40:51,04:02:33,02:42:16,07:39:24
30,ADRIANA PINTO ROMAGNOLI,40-44,00:51:01,03:47:17,02:44:07,07:39:49
31,MARIA ELISA RODRIGUES COIMBRA,40-44,00:45:27,03:47:54,02:53:36,07:39:56
150,ROBSON DIAS,45-49,--:--:--,--:--:--,03:09:18,07:40:43
152,CARLOS BEZERRA,45-49,00:54:29,03:43:18,02:45:36,07:41:46
212,VICTOR LIPORACE,40-44,00:43:06,03:49:00,02:54:45,07:42:01
289,BRUNO FARAJ,35-39,00:37:32,03:52:34,02:55:58,07:43:49
153,MARCOS AURELIO COSTA GOMES,45-49,01:04:45,03:51:14,02:36:18,07:45:14
213,ADENAUER DE OLIVEIRA GONÇALVES,40-44,00:36:38,04:22:24,02:35:24,07:45:18
7,NADJA COLVARA,55-59,00:45:44,03:45:26,03:00:55,07:46:04
154,BOLIVAR DE CAMPOS JUNIOR,45-49,00:41:30,03:48:20,03:03:39,07:46:21
290,BRUNO RODRIGUES RAMOS,35-39,00:48:25,03:47:47,03:06:00,07:52:08
214,FLAVIO LORDELLO,40-44,01:03:09,03:46:15,02:50:19,07:52:26
215,MAX DE CARVALHO,40-44,00:44:20,03:46:28,03:06:46,07:54:07
197,THIAGO TEIXEIRA,30-34,00:43:24,04:16:16,02:39:27,07:54:21
1,REGINA DOS SANTOS ZANIER,65-69,00:57:43,03:47:02,02:51:22,07:55:53
216,ANDRE INACIO,40-44,01:08:52,03:35:09,02:57:45,07:57:13
291,RICARDO DUCCI,35-39,00:49:29,03:32:39,03:26:56,08:07:47
Pos,Nome,Categ,Swim,Bike,Run,Total
50,MILTON PRUDENCIO DA CRUZ JUNIOR,50-54,00:42:39,04:10:13,03:01:16,08:24:54
Pos,Nome,Categ,Swim,Bike,Run,Total
Pos,Nome,Categ,Swim,Bike,Run,Total
Pos,Nome,Categ,Swim,Bike,Run,Total
Pos,Nome,Categ,Swim,Bike,Run,Total
Pos,Nome,Categ,Swim,Bike,Run,Total
