Pos,Nome,Categ,Swim,Bike,Run,Total
99,NELSON PORTO,40-44,00:43:48,03:16:43,02:23:52,06:36:40
100,PAULO LUIZ VILANOVA DA SILVA JUNIOR,40-44,00:40:50,03:06:58,02:40:58,06:36:49
158,EDMUNDO FAHEL FILHO,35-39,00:42:03,03:30:50,02:10:32,06:37:07
60,CARLOS HENRIQUE NAVAES,45-49,00:38:24,03:04:09,02:36:55,06:37:09
11,ROBERTA LEIVAS,40-44,00:43:30,03:21:29,02:22:50,06:37:17
142,WLADMIR SOARES SILVEIRA,30-34,00:37:53,03:14:00,02:37:03,06:38:07
3,AURISTELA MARINA GENARO,50-54,00:41:27,03:15:16,02:29:27,06:38:08
101,ANDRE PEROTE JARDIM,40-44,00:38:53,03:30:36,02:20:08,06:38:10
102,JOAO RAMIRES,40-44,00:37:29,03:16:41,02:31:37,06:38:20
56,EMYGDIO SANTOS,25-29,00:38:40,03:25:44,02:23:10,06:39:16
103,MARCOS SEMOLA,40-44,00:44:38,03:08:33,02:35:06,06:39:27
143,LUCAS NAVES DIAS,30-34,00:34:07,03:50:33,02:04:15,06:40:10
159,BRUNO DOMINGOS,35-39,00:40:14,03:17:02,02:28:03,06:40:13
57,ROBERTO FERNANDES PACHECO,25-29,00:36:04,03:24:41,02:24:04,06:40:14
19,MARINA MORAIS CHEDID,30-34,00:44:31,03:27:55,02:19:01,06:40:21
104,THEMISTOCLES NETO,40-44,00:40:07,03:28:01,02:23:43,06:40:40
105,ALEXANDRE GOIANA,40-44,00:40:13,03:18:33,02:31:35,06:41:00
58,FELIPE CHAYA,25-29,00:40:04,03:27:09,02:20:16,06:41:26
61,GUSTAVO ADOLPHO CARVALHO,45-49,00:35:52,03:19:22,02:34:03,06:41:28
160,EDIVALDO DANTAS DA NOBREGA FILHO,35-39,00:38:56,03:13:38,02:38:41,06:41:32
20,JULIANA BROCCHI,30-34,00:42:08,03:33:27,02:20:45,06:41:46
59,ALEXANDRE ROMERO,25-29,00:46:36,03:18:50,02:23:29,06:42:07
Pos,Nome,Categ,Swim,Bike,Run,Total
161,WALACE ESPADA DA SILVA,35-39,00:41:27,03:27:43,02:16:10,06:42:23
14,GEORGE SOUZA GONÇALVES,18-24,00:42:01,03:28:57,02:19:15,06:42:28
106,BERNARDO ANASTASIA,40-44,00:39:24,03:19:41,02:33:18,06:42:28
144,BRUNO LEAL,30-34,00:36:25,03:15:44,02:38:10,06:42:43
21,RENATA BURNETT DE MARSILLAC,30-34,00:42:16,03:28:55,02:19:35,06:42:53
145,MIGUEL ANGELO SILVA MEDEIROS,30-34,00:43:00,03:33:08,02:10:31,06:43:21
20,BIANCA TERNI,35-39,00:39:12,03:25:22,02:28:53,06:43:26
21,TIZI SENEZ,35-39,00:42:27,03:25:07,02:22:41,06:43:40
162,DANIEL BENTES,35-39,00:39:12,03:17:28,02:35:24,06:44:15
22,BRUNA FIORATTI RODRIGUEZ,30-34,00:39:03,03:26:03,02:31:25,06:44:37
28,ANTÔNIO CARLOS DE LIMA,50-54,00:52:11,03:22:45,02:20:08,06:44:41
163,JULIO VENTURA,35-39,00:52:08,03:34:37,02:10:17,06:44:45
29,LUIZ EDUARDO DELFIM,50-54,00:31:44,03:40:46,02:00:02,06:44:58
30,ANTONIO GUARDIA,50-54,00:43:33,03:26:45,02:19:18,06:45:17
4,ARTHUR ANDRADE,60-64,00:46:42,03:23:14,02:22:19,06:45:23
107,RODRIGO SOARES CUNHA,40-44,00:38:32,03:19:04,02:36:16,06:45:24
62,MARCELO LIMA,45-49,00:38:56,03:23:03,02:32:34,06:46:29
164,MARCO AURELIO S RAPOSO,35-39,00:43:06,03:21:16,02:31:06,06:46:43
23,JULIANA RODRIGUES,30-34,00:40:00,03:24:36,02:32:50,06:46:57
12,MABEL HUBBARD BELL,40-44,00:42:08,03:19:04,02:36:42,06:47:14
146,ARTUR FLAVIO MARGALHO,30-34,00:41:33,03:40:25,02:12:48,06:47:27
165,JOSE SERGIO MARTINS FILHO,35-39,00:40:13,03:15:13,02:38:58,06:47:30
166,BERNARDO TWARDOWSKY,35-39,00:39:33,03:15:00,02:38:53,06:47:30
13,KATIA SILVA,40-44,00:42:04,03:40:59,02:14:02,06:47:33
167,EDERLON FERREIRA NOGUEIRA,35-39,00:48:31,03:19:10,02:24:34,06:48:03
168,GUILHERME HUG,35-39,00:44:31,03:24:05,02:30:13,06:48:06
169,MAX CARVALHO,35-39,00:41:06,03:20:28,02:37:14,06:48:10
15,RODRIGO BOBROW,18-24,00:39:11,03:40:23,02:21:22,06:48:26
108,SAULO ANTONIO MANSUR,40-44,00:38:37,03:22:41,02:34:39,06:49:32
109,FREDERICO CORRALO,40-44,00:35:40,03:11:45,02:50:26,06:49:39
Pos,Nome,Categ,Swim,Bike,Run,Total
6,PATRICIA CINTRA,45-49,00:40:21,03:24:46,02:35:34,06:49:40
148,JOAQUIM DA ROCHA CAVALCANTI,30-34,00:39:09,03:22:40,02:27:35,06:50:01
13,BRUNA BERNARDO NEVES,25-29,00:47:29,03:25:48,02:20:47,06:50:03
24,ANELISA SANTOS,30-34,00:45:07,03:27:43,02:25:17,06:51:23
110,ARLESTON GONCALVES,40-44,00:53:17,03:23:38,02:20:56,06:51:24
170,RENATO RENART,35-39,00:38:23,03:14:25,02:48:58,06:52:32
60,CARLOS HENRIQUE FIGUEIRA,25-29,00:38:41,03:14:30,02:47:17,06:52:43
171,RODRIGO DE OLIVEIRA SILVA,35-39,00:38:36,03:47:59,02:11:45,06:52:48
22,KELLINHA YIADISH,35-39,00:39:23,03:31:56,02:27:23,06:52:57
111,CARLOS JOSE DOS SANTOS MARINHO,40-44,00:47:07,03:18:37,02:35:11,06:53:21
149,BRUNO AVELAR SANTOS,30-34,00:34:33,03:20:30,02:48:22,06:53:54
23,MARIANA AGUIAR,35-39,00:42:08,03:40:00,02:16:55,06:54:17
112,PAULO ROBERTO SILVA DE ARAUJO,40-44,00:50:37,03:38:19,02:19:46,06:54:51
14,JOANA FIGUEIREDO,40-44,00:49:17,03:21:08,02:34:41,06:55:37
113,EDUARDO LEITE,40-44,00:37:52,03:38:23,02:21:13,06:55:51
172,VICENTE NETO,35-39,00:41:48,03:22:50,02:35:13,06:55:58
150,OSVALDO LUNARDI BRANDÃO,30-34,00:42:39,03:25:41,02:36:04,06:56:47
25,BEATRIZ DE CÁSSIA GUTIERRES,30-34,00:46:34,03:23:34,02:36:58,06:57:07
114,LEONARDO L LUCIDO RODRIGUES,40-44,00:39:10,03:44:04,02:19:37,06:57:17
15,ANDREA ORLANDI,40-44,00:35:54,03:44:15,02:27:56,06:57:26
151,GABRIEL SOUZA LIMA,30-34,00:40:00,03:21:19,02:41:11,06:57:59
26,ROBERTA FALCI,30-34,00:39:35,03:31:38,02:36:49,06:58:00
14,GIOVANNA ANTONINI,25-29,00:34:37,03:44:14,02:27:38,06:58:10
7,NILMA MACHADO,45-49,00:38:54,03:51:42,02:19:11,06:58:40
115,KLEYBER DE ARAUJO,40-44,00:45:27,--:--:--,06:59:15,06:59:15
64,MARCELO HAIMENIS,45-49,00:38:24,03:12:29,02:55:31,07:01:10
116,SERGIO JOSE DOS SANTOS LEITE,40-44,00:48:30,03:42:23,02:20:24,07:01:32
173,CLAUDIO VINICIUS DE AZEVEDO,35-39,00:34:50,03:16:06,02:56:09,07:02:41
117,ANDREY BARBIERO,40-44,00:40:41,03:13:26,02:55:56,07:02:43
152,RAUL LIMA,30-34,00:29:33,03:33:50,02:53:02,07:03:02
Pos,Nome,Categ,Swim,Bike,Run,Total
118,GABRIEL MORFIN,40-44,00:42:51,03:33:19,02:32:34,07:03:18
24,SILVIA FREITATS,35-39,00:43:47,03:50:47,02:15:06,07:04:16
119,RONEY CUNHA DA CONCEIÇÃO,40-44,00:37:41,03:15:36,02:58:36,07:05:00
120,ALEXANDRE DEMARCHI,40-44,00:41:13,03:34:13,02:37:36,07:05:04
61,ADRIANO AVILA,25-29,00:40:21,03:38:51,02:36:08,07:05:32
121,GUSTAVO PONTES SILVA,40-44,00:37:02,03:45:25,02:31:59,07:05:45
25,DANIELA ARAUJO,35-39,00:49:13,03:32:31,02:34:00,07:06:24
122,MARCELO MOREIRA,40-44,00:38:41,03:35:27,02:44:01,07:06:55
153,MARCELO ALMEIDA DOS SANTOS,30-34,00:40:46,03:53:09,02:22:24,07:07:22
174,FELIPE RAMOS FERREIRA,35-39,00:41:57,03:40:24,02:34:56,07:07:43
154,RONALD TADEU ALVES ALVES,30-34,00:35:54,03:09:58,03:12:50,07:08:24
123,PAULO ROBERTO COIMBRA SILVA,40-44,00:31:52,03:35:57,02:47:26,07:09:50
124,VICTOR ALMEIDA,40-44,00:37:53,03:35:11,02:44:38,07:09:57
2,ELISETE ROLLO,55-59,00:47:09,03:27:52,02:45:52,07:10:18
125,FERNANDO FALCAO,40-44,00:59:33,03:16:49,02:37:33,07:10:19
16,PATRICIA MELOTTI,40-44,00:42:06,03:23:50,02:54:26,07:10:25
26,CAROLINA BÜHLER,35-39,00:38:09,03:46:52,02:38:19,07:10:48
175,GUSTAVO FAOUR ARAUJO LISBOA,35-39,00:37:47,03:40:35,02:31:59,07:10:54
155,PEDRO TAVARES DE ANDRADE LOPES,30-34,00:36:02,03:43:34,02:36:58,07:11:33
176,FELIPE HACHIYA,35-39,00:33:08,03:47:46,02:41:04,07:11:35
8,RENATA SOBRAL FERRARI,45-49,00:41:59,03:44:15,02:35:27,07:11:47
15,BEATRIZ LOPES KALLENBACH CARDOSO,25-29,00:43:48,03:43:55,02:32:31,07:11:48
65,ROGÉRIO SONOKI,45-49,00:53:38,03:31:14,02:33:23,07:12:11
9,LUCIA GLIOCHE,45-49,00:43:12,03:33:03,02:47:12,07:13:45
62,RAFAEL CAMPOS,25-29,00:43:44,03:58:21,02:21:20,07:14:43
27,ANDREIA JOTHA,35-39,00:43:40,03:49:00,02:32:32,07:14:46
177,DIEGO BLANCO,35-39,00:50:15,03:36:29,02:29:17,07:14:49
31,RICARDO JOSE DOS SANTOS CRUZ,50-54,00:43:38,03:32:35,02:39:16,07:16:01
66,FERNANDO CARVALHO,45-49,00:37:14,03:25:53,02:55:39,07:17:07
67,ANTONIO MARIA DE SOUZA,45-49,00:44:42,03:41:10,02:44:09,07:17:43
Pos,Nome,Categ,Swim,Bike,Run,Total
126,LEONARDO RIBEIRO,40-44,00:46:52,03:50:57,02:25:12,07:18:48
156,DOUGLAS GOUVEIA,30-34,00:46:25,03:50:45,02:28:14,07:18:50
68,THOMAS LUCKE,45-49,00:33:55,03:24:32,03:10:29,07:19:59
17,NADIA FERREIRA,40-44,00:44:10,03:54:56,02:31:26,07:22:01
127,TIAGO DUARTE,40-44,00:36:37,03:46:05,02:41:32,07:22:26
128,ALEXANDRE SIQUEIRA,40-44,00:35:33,03:48:34,02:50:22,07:23:06
129,EDUARDO QUARESMA,40-44,00:44:50,03:24:37,03:03:16,07:23:54
178,CARLOS GABRIEL GILLA SILVA,35-39,00:45:11,03:54:30,02:25:07,07:23:57
16,VICTOR NOGUEIRA,18-24,00:40:10,03:33:07,02:59:01,07:25:08
69,KENER ASSIS,45-49,00:49:18,03:40:50,02:41:40,07:26:40
27,TAMARA DOS SANTOS,30-34,00:42:27,03:53:20,02:41:44,07:27:03
158,LEONARDO DE AZEVEDO,30-34,00:49:46,03:44:28,02:38:34,07:27:38
70,LUIZ CLAUDIO SILVA JARDIM MARINHO,45-49,00:40:17,03:39:41,02:53:01,07:28:50
15,PAULO DA CAL,55-59,00:40:53,03:56:00,02:44:15,07:31:58
179,ALLAN SOARES SOARES,35-39,00:39:10,03:31:56,03:06:40,07:34:24
159,MARIOS COUTO,30-34,00:49:22,03:57:12,02:36:52,07:34:24
160,RODRIGO ASSEF,30-34,00:43:37,03:58:52,02:37:13,07:35:20
18,CAMILA RODRIGUES,40-44,00:49:21,03:36:48,03:03:47,07:37:18
2,ANA LUIZA DAS NEVES MOURAO,18-24,00:49:28,03:37:13,02:55:12,07:37:21
4,CLAUDIA MARIA FERNANDES,50-54,00:50:21,--:--:--,07:38:17,07:38:17
130,LUIZ BAPTISTA,40-44,00:39:53,03:35:15,03:12:34,07:38:43
29,ANA COTTAS,35-39,00:45:41,03:55:48,02:47:30,07:41:10
5,PAULO ROBERTO CONCEICAO,60-64,00:54:35,03:39:51,02:54:28,07:41:22
3,MARTA CAVALCANTI,55-59,00:50:46,03:41:38,02:59:54,07:42:54
63,FERNANDO VILLELA,25-29,00:41:04,03:43:37,03:05:26,07:43:10
161,RAFAEL FELIPE RIBEIRO DE SOUZA,30-34,00:48:58,03:59:55,02:47:16,07:46:58
72,BRENO LORCH,45-49,00:45:46,03:56:14,02:51:45,07:51:52
1,JOAO ARTHUR FERREIRA,65-69,00:59:29,--:--:--,07:53:04,07:53:04
131,RAPHAEL BLUM,40-44,00:40:06,03:56:23,02:59:22,07:54:04
19,JULIANA NETTO,40-44,01:09:09,--:--:--,07:55:12,07:55:12
Pos,Nome,Categ,Swim,Bike,Run,Total
64,MARCIO MOREIRA,25-29,00:52:44,03:54:33,02:57:47,07:57:13
180,HELANO MARTINS,35-39,00:54:49,03:36:11,03:04:16,08:03:30
162,JOSÉ LUIZ RAMOS,30-34,--:--:--,03:28:00,03:41:36,08:08:39
181,RODRIGO ROCHA,35-39,00:49:10,03:53:33,03:10:28,08:08:40
20,ADRIANA MANGABEIRA WANDERLEY,40-44,00:44:08,--:--:--,08:16:40,08:16:40
132,ROBSON DIAS,40-44,00:41:20,--:--:--,08:24:10,08:24:10
182,CLEYTON DIAS,35-39,01:03:51,--:--:--,08:29:07,08:29:07
99999,ANTONIO AUGUSTO GONZALES JUNIOR,35-39,00:38:53,02:57:08,01:59:06,05:42:04
Pos,Nome,Categ,Swim,Bike,Run,Total
Pos,Nome,Categ,Swim,Bike,Run,Total
99999,FABIANO MENDES,35-39,00:32:21,02:48:32,01:58:53,05:26:09
Pos,Nome,Categ,Swim,Bike,Run,Total
